dataset_name,target_value,depth,Apriori_DP (PS)-real_time_taken,Apriori_DP (PS)-failed,Apriori_DP (PS)-sgs_evaluated,Apriori_DP (PS)-sgs_eval_interesting,Apriori_DP (PS)-sgs_quality_interesting,Apriori_DP (PS)-sgs_top_k_interesting,Apriori_DP (PS)-e_est,Apriori_DP (PS)-ei_est,Apriori_DP (PS)-time_to_est,Apriori_DP (PS)-sdfastest-esgs,Apriori_DP (PS)-ub
asbestos,(3)_Above_legal_limit,5,0.0051729679107666,0,48,35,19,9,47.8,36.15,0.013509750366210938,1052,93
bupa,1,2,0.010089635848999,0,300,259,131,122,300.0,261.75,0.02872753143310547,2324,301
bupa,1,3,0.0289986133575439,0,1505,436,730,165,1521.6666666666667,854.9,0.04656577110290527,4154,2325
bupa,1,5,0.0327076911926269,0,1567,463,789,167,1511.56,609.64,0.052110910415649414,4596,55455
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,2,0.0128757953643798,0,325,275,0,0,325.0,275.0,0.02977299690246582,2425,326
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,3,0.0372698307037353,0,1575,1525,0,0,1575.0,1525.0,0.04904985427856445,4325,2626
U_LVL2_0_Uninteresting_Non-Random-Synthetic__2_5_3125_,0,5,0.3986430168151855,0,7825,7775,0,0,7825.0,7775.0,0.07348179817199707,6625,68406
cardio3,2,2,0.0491642951965332,0,2213,275,742,273,2213.0,304.0125,0.08327555656433105,6568,2347
cardio3,2,3,0.067699909210205,0,3130,563,1649,408,2530.9,750.75,0.0970160961151123,7477,52463
cardio3,2,5,0.084726333618164,0,3785,1020,2302,509,3083.8883333333333,1761.7325,0.10385346412658691,7739,11290976
volcanoes-d4,3,2,0.010129690170288,0,78,59,17,17,78.0,59.1,0.01981973648071289,1112,79
volcanoes-d4,3,3,0.0116543769836425,0,138,94,36,36,142.0,95.475,0.02859210968017578,1800,299
volcanoes-d4,3,5,0.0116660594940185,0,138,94,36,36,141.46666666666667,97.325,0.029301166534423828,1795,299
pitt2_3,LONG,2,0.0081579685211181,0,194,137,91,40,194.0,136.91875,0.021469593048095703,1823,277
pitt2_3,LONG,3,0.0141122341156005,0,557,469,343,64,617.9638888888888,461.81875,0.033026933670043945,2969,2048
pitt2_3,LONG,5,0.0353083610534668,0,1402,1298,1065,69,1656.6041666666667,1392.58125,0.0455784797668457,4155,44552
grammatical_b5,1,2,0.6157402992248535,0,30103,1715,29350,708,30103.0,2013.85625,0.40572142601013184,25183,700337
grammatical_b5,1,3,0.841933012008667,0,41329,9927,40564,763,38868.705555555556,14147.704166666666,0.6494379043579102,26946,275933568
grammatical_b5,1,5,30.030866384506226,0,184613,148895,183845,772,215420.8202777778,429192.2808333333,0.6832051277160645,28892,19226968518304
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,2,0.124579906463623,0,325,275,139,133,325.0,275.0,0.14544677734375,2425,326
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,3,0.2640221118927002,0,1575,1525,768,216,1575.0,1525.0,0.21405601501464844,4325,2626
ED_LVL_1_2_EqualDist_Random-Synthetic__2_5_100000_,0,5,1.0729420185089111,0,7825,4650,3955,216,7825.0,4650.0,0.2841989994049072,6625,68406
pitt1_4,S,2,0.0081696510314941,0,214,151,99,34,214.0,152.875,0.027381420135498047,1924,301
pitt1_4,S,3,0.0151081085205078,0,621,509,380,44,733.3888888888889,519.4166666666666,0.03384542465209961,3167,2325
pitt1_4,S,5,0.0360541343688964,0,1443,1306,1135,44,1646.1277777777777,1343.34375,0.044863224029541016,4254,55455
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,2,5.643782377243042,0,5050,2808,2224,281,5050.0,2995.625,3.9318525791168213,10000,5051
ND_LVL_2_3_NormalDist_Random-Synthetic__2_10_1000000_,0,3,44.164196729660034,0,56896,36411,28715,304,70507.5,41348.333333333336,5.583317041397095,16422,166751
gesture_va,P,2,0.7342269420623779,0,8256,1594,4281,398,8256.0,2417.6,0.29671621322631836,12828,8257
gesture_va,P,3,1.3992950916290283,0,24672,2024,20154,458,31662.577777777777,5242.133333333333,0.2734549045562744,16321,349633
gesture_va,P,5,0.8179404735565186,0,24982,2125,20463,482,44313.77777777778,4966.266666666666,0.2861621379852295,17250,275584033
connectionist_vowel,4,2,0.0333473682403564,0,1655,296,583,304,1655.0,417.16875,0.06981897354125977,5659,1771
connectionist_vowel,4,3,0.0471563339233398,0,2419,420,1316,392,2324.5916666666667,528.79375,0.08144164085388184,6671,34280
connectionist_vowel,4,5,0.04848313331604,0,2467,451,1364,401,2155.2225,486.685,0.08455204963684082,6866,5495792
breast_cancer_wis_pro,R,2,0.1429033279418945,0,10594,981,4649,380,10594.0,1053.0625,0.1493980884552002,14554,11936
breast_cancer_wis_pro,R,3,0.1925773620605468,0,13260,1388,7232,445,16428.63888888889,2339.6354166666665,0.18715119361877441,16657,608840
breast_cancer_wis_pro,R,5,0.2152702808380127,0,13986,1881,7957,501,14881.529166666667,3648.0640625,0.18064141273498535,16986,699135746
diggle_table_a2,8,2,0.0084137916564941,0,168,113,76,70,168.0,114.85625,0.023327112197875977,1632,529
diggle_table_a2,8,3,0.0130181312561035,0,437,194,293,194,308.8638888888889,196.9875,0.03280186653137207,2309,5489
diggle_table_a2,8,5,0.0156104564666748,0,578,280,434,258,313.78444444444443,215.99916666666667,0.03852510452270508,2517,242825
page,5,2,0.0308668613433837,0,781,173,244,184,781.0,170.86875,0.056180715560913086,3840,821
page,5,3,0.0394210815429687,0,1133,287,590,300,946.5333333333333,340.1125,0.06516766548156738,4418,10701
page,5,5,0.0428364276885986,0,1267,380,724,343,1139.8866666666668,569.5178125,0.07442164421081543,4889,760099
steel-plates-fault,2,2,0.1132681369781494,0,5784,894,3352,466,5784.0,1242.5375,0.14275431632995605,10713,6442
steel-plates-fault,2,3,0.1879351139068603,0,9156,2042,6496,661,8196.85,3988.425,0.1715095043182373,12668,240578
steel-plates-fault,2,5,0.2531275749206543,0,11390,2570,8684,862,17296.813611111113,25220.83625,0.1960163116455078,14514,147043850
mechanical,4,2,0.0229692459106445,0,381,256,155,145,381.0,262.40625,0.04609060287475586,2630,466
mechanical,4,3,0.0499019622802734,0,1316,594,717,263,1126.8,658.51875,0.06651639938354492,4007,4526
mechanical,4,5,0.0603854656219482,0,1606,800,973,302,2183.8125,1435.4746875,0.08259296417236328,4951,174437
OnlineShoppersIntention,True,2,0.1406688690185547,0,3660,461,1452,297,3660.0,716.125,0.14097857475280762,8490,4096
OnlineShoppersIntention,True,3,0.2415928840637207,0,5748,1388,3129,423,5831.986111111111,2576.5625,0.1650538444519043,9832,121576
OnlineShoppersIntention,True,5,0.4765458106994629,0,9090,4425,6028,486,7819.852777777778,10312.890625,0.17870330810546875,10624,46626034
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,2,0.1451120376586914,0,5050,4600,2264,355,5050.0,4600.0,0.15781068801879883,10000,5051
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,3,3.385553359985352,0,125050,4600,68469,355,125050.0,4618.75,0.27463769912719727,18900,166751
ED_LVL_2_1_EqualDist_Random-Synthetic__2_10_10000_,1,5,3.3478634357452397,0,125050,4600,68469,355,125050.0,4600.0,0.27570390701293945,18953,79375496
glass,3,2,0.0121581554412841,0,382,249,174,137,382.0,248.0625,0.03427410125732422,2631,497
glass,3,3,0.0254948139190673,0,1278,425,875,240,755.05,406.85625,0.0436091423034668,3579,4992
glass,3,5,0.0319974422454834,0,1612,759,1209,264,1000.7875,797.895,0.05150914192199707,4140,206368
molecular_promoter,+,2,0.3652632236480713,0,25879,427,9894,442,25879.0,700.8625,0.22343063354492188,22828,26107
molecular_promoter,+,3,0.3705158233642578,0,26245,476,10260,495,25988.716666666667,1261.26875,0.24253034591674805,23408,1975583
molecular_promoter,+,5,0.3735756874084472,0,26254,480,10269,499,26358.5375,902.2067708333333,0.24396777153015137,23535,5024313128
blood,1,2,0.0077693462371826,0,136,97,46,46,136.0,98.4,0.020789146423339844,1516,137
blood,1,3,0.0099577903747558,0,281,204,102,84,318.75555555555553,208.7,0.029457569122314453,2441,697
blood,1,5,0.0110654830932617,0,319,242,123,96,352.2111111111111,248.45833333333334,0.033808231353759766,2719,2517
weight,B,2,1.0131518840789795,0,68852,525,48830,391,68852.0,894.9375,0.36614036560058594,37487,172579
weight,B,3,1.020491600036621,0,69214,607,49192,476,69209.66666666667,3626.0,0.44530153274536133,38432,33710824
weight,B,5,1.0233545303344729,0,69297,690,49275,518,69129.08888888889,11679.05,0.4466421604156494,39295,575871962176
ozone1,1,2,0.6272833347320557,0,32926,818,13093,467,32926.0,939.2,0.357166051864624,25786,41042
ozone1,1,3,0.7110641002655029,0,36992,2517,17159,583,33369.73333333333,5059.733333333334,0.3459303379058838,26665,3899182
ozone1,1,5,2.0585038661956787,0,61170,23114,41337,648,33798.746666666666,74008.45333333334,0.34757328033447266,27153,15671998629
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,2,0.3561866283416748,0,325,275,0,0,325.0,275.0,0.3452634811401367,2425,326
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,3,0.673581600189209,0,1575,1525,0,0,1575.0,1525.0,0.4887411594390869,4325,2626
U_LVL2_2_Uninteresting_Non-Random-Synthetic__2_5_312500_,0,5,2.5018160343170166,0,7825,7775,0,0,7825.0,7775.0,0.6618301868438721,6625,68406
ionosphere,b,2,0.1146185398101806,0,8256,297,3571,357,8256.0,461.6,0.15576434135437012,12828,8257
ionosphere,b,3,0.1256000995635986,0,8855,354,4169,409,8757.333333333334,744.2666666666667,0.15670156478881836,13842,349633
ionosphere,b,5,0.1313135623931884,0,8882,356,4196,410,8802.666666666666,972.0,0.15673518180847168,13741,275584033
grammatical_b7,1,2,0.6835596561431885,0,33569,1007,32734,919,33569.0,1455.09375,0.4338958263397217,26584,701521
grammatical_b7,1,3,0.8261792659759521,0,41773,8054,40937,1067,35943.333333333336,10095.875,0.6667032241821289,27568,276633905
grammatical_b7,1,5,57.05726432800293,0,359011,321335,358175,1134,233897.35416666666,651243.75625,0.7200765609741211,31144,19308438255017
wine_quality,4,2,0.0438089370727539,0,1081,599,440,237,1081.0,633.075,0.08424830436706543,4546,1082
wine_quality,4,3,0.1255300045013427,0,4624,912,3187,312,2713.7444444444445,737.8208333333333,0.095855712890625,6302,16262
wine_quality,4,5,0.1319441795349121,0,4831,1033,3385,322,4362.716666666667,1844.930625,0.10920953750610352,7214,1550201
VehicleCouponRecommendation,0,2,0.1396691799163818,0,4186,1063,1798,308,4186.0,1287.08125,0.15669870376586914,9091,4187
VehicleCouponRecommendation,0,3,0.3884572982788086,0,11991,3513,6068,415,11196.28611111111,4641.0,0.1896374225616455,11278,125672
VehicleCouponRecommendation,0,5,1.2551445960998535,0,22426,11273,11580,474,34777.874444444446,24791.765104166665,0.2249741554260254,13555,49302800
auto7_2,class3,2,0.0204720497131347,0,780,643,348,218,780.0,643.0125,0.05331063270568848,3839,781
auto7_2,class3,3,0.1110374927520752,0,6167,1293,3364,328,6365.666666666667,1772.95625,0.08279156684875488,6793,9920
auto7_2,class3,5,0.1264948844909668,0,6678,1522,3807,352,8142.46875,3482.3384375,0.09592700004577637,7834,667928
wave,0,2,0.1006443500518798,0,3570,492,1701,413,3570.0,782.25,0.12133336067199707,8384,3571
wave,0,3,0.1268877983093261,0,4748,673,2867,413,6239.333333333333,1212.75,0.1498265266418457,10394,98855
wave,0,5,0.1323423385620117,0,4939,727,3058,413,6854.75,905.1875,0.15489840507507324,10614,32900372
cnae9,4,2,7.733491659164429,0,453548,368495,330652,838,453548.0,384400.14375,1.2939603328704834,96823,1662577
grammatical_a9,1,2,0.2187466621398925,0,9577,2447,8931,528,9577.0,3152.5,0.4608335494995117,14092,711029
grammatical_a9,1,3,1.0072081089019775,0,47098,19168,46452,559,53888.22222222222,28880.854166666668,0.5437419414520264,18021,282279309
grammatical_a9,1,5,159.51626586914062,0,454330,415856,453684,568,472760.1388888889,807137.8791666667,0.6096174716949463,21270,19970188734787
teaching,2,2,0.0187904834747314,0,1005,228,179,21,1005.0,210.925,0.04471755027770996,4359,1771
teaching,2,3,0.0243117809295654,0,1304,496,407,25,1229.7666666666667,615.45,0.04491233825683594,5070,34280
teaching,2,5,0.0295917987823486,0,1498,688,586,25,1350.8827777777778,606.0816666666667,0.05012869834899902,5485,5495792
auto6_1,class8,2,0.1835613250732422,0,12090,2635,5641,418,12090.0,4897.03125,0.1803276538848877,15555,12091
auto6_1,class8,3,0.6350317001342773,0,29366,3146,21840,454,69784.44444444444,5705.614583333333,0.25702643394470215,21500,620776
auto6_1,class8,5,0.6315827369689941,0,29417,3151,21891,456,78730.74305555556,6101.510416666667,0.2637007236480713,22015,722277712
ED_LVL_2_4_EqualDist_Random-Synthetic__2_10_10000000_,1,2,59.05605101585388,0,5050,4600,2314,357,5050.0,4600.0,35.017088413238525,5644,5051
ozone8,1,2,1.233447551727295,0,30914,829,14962,500,30914.0,1272.55,1.1917996406555176,24986,41042
ozone8,1,3,0.7242460250854492,0,34606,2695,18654,610,31368.666666666668,5296.35,0.3396921157836914,25835,3899182
ozone8,1,5,1.7441411018371582,0,54144,21117,38192,663,31013.88888888889,70570.93166666667,0.3455822467803955,26006,15671998629
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,2,0.0147376060485839,0,10,8,0,0,10.0,8.0,0.01623058319091797,304,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,3,0.0148558616638183,0,10,8,0,0,10.0,8.0,0.015633106231689453,304,11
U_LVL1_4_Uninteresting_Non-Random-Synthetic__2_2_40000_,0,5,0.0152046680450439,0,10,8,0,0,10.0,8.0,0.015540599822998047,304,11
bach, C#d,2,0.0224897861480712,0,280,164,208,171,280.0,159.775,0.04283571243286133,2149,1226
bach, C#d,3,0.0427508354187011,0,944,450,872,340,618.8,422.4,0.05598711967468262,2932,19650
bach, C#d,5,0.0798134803771972,0,2121,1242,2049,623,1435.336111111111,1294.1499999999999,0.06954526901245117,3728,2138410
ED_LVL_3_3_EqualDist_Random-Synthetic__2_20_1000000_,1,2,59.044819355010986,0,80200,76400,38263,210,80200.0,76400.0,15.991900444030762,40300,80201
polish_bankruptcy_1year,1,2,1.9030511379241943,0,32387,840,13123,403,32387.0,1281.1125,0.49746274948120117,25556,32897
polish_bankruptcy_1year,1,3,0.8062725067138672,0,35827,2147,16563,523,35200.75555555556,6464.829166666666,0.3653087615966797,26729,2796417
polish_bankruptcy_1year,1,5,0.9569668769836426,0,39780,4534,20516,607,33339.92333333333,21117.40125,0.364210844039917,27353,8987138113
coil2000,1,2,2.0477294921875,0,68915,3992,31820,722,68915.0,7596.5625,0.6449153423309326,37550,211576
coil2000,1,3,5.503453731536865,0,133944,27849,67773,1003,107721.83333333333,85170.91666666667,0.7330300807952881,40921,45771376
robot2,back_col,2,0.012319803237915,0,353,244,151,133,353.0,251.55,0.04427051544189453,2528,407
robot2,back_col,3,0.0264568328857421,0,1251,354,782,223,777.5944444444444,299.975,0.04656219482421875,3676,3683
robot2,back_col,5,0.0272259712219238,0,1297,376,828,235,904.8716666666667,383.3022916666667,0.051947593688964844,4042,122438
EqualDist_Random-Synthetic__2_7_5349_,1,2,0.0237617492675781,0,630,552,269,197,630.0,550.59375,0.05165457725524902,3435,631
EqualDist_Random-Synthetic__2_7_5349_,1,3,0.1133997440338134,0,4799,2891,2441,257,4717.902777777777,3623.15625,0.08974242210388184,6279,7176
EqualDist_Random-Synthetic__2_7_5349_,1,5,0.319133996963501,0,9039,3000,5358,257,15623.5625,3912.7994791666665,0.11380720138549805,8104,384168
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,2,0.0042035579681396,0,10,8,0,0,10.0,8.0,0.006058692932128906,304,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,3,0.0041644573211669,0,10,8,0,0,10.0,8.0,0.005871295928955078,304,11
U_LVL1_1_Uninteresting_Non-Random-Synthetic__2_2_40_,1,5,0.0041985511779785,0,10,8,0,0,10.0,8.0,0.00545811653137207,304,11
auto6_3,class1,2,0.1718771457672119,0,12090,1017,5586,480,12090.0,1285.53125,0.1705458164215088,15555,12091
auto6_3,class1,3,0.2571208477020263,0,14704,1352,8169,527,19074.472222222223,2711.8541666666665,0.21189546585083008,18041,620776
auto6_3,class1,5,0.2623476982116699,0,14776,1400,8241,527,23651.880555555555,3785.5036458333334,0.21603894233703613,18958,722277712
grammatical_b1,1,2,1.5399925708770752,0,85865,1640,80897,738,85865.0,3478.825,0.6018836498260498,42299,719401
grammatical_b1,1,3,1.6926896572113037,0,94498,6421,89530,807,97723.73333333334,15533.258333333333,0.8483905792236328,43778,287281600
grammatical_b1,1,5,7.3257386684417725,0,144285,53148,139317,819,114665.63111111111,366210.5775,0.8715002536773682,45275,20563990681840
EqualDist_Random-Synthetic__2_10_7463_,1,2,0.0484759807586669,0,1275,1162,567,262,1275.0,1164.0625,0.08718061447143555,4950,1276
EqualDist_Random-Synthetic__2_10_7463_,1,3,0.4182417392730713,0,15749,7333,8065,305,15741.666666666666,9870.3125,0.13564753532409668,9304,20876
EqualDist_Random-Synthetic__2_10_7463_,1,5,1.5799663066864014,0,31168,8103,17891,307,53164.23611111111,11138.177083333334,0.1684856414794922,11701,2369936
volcanoes-a1,4,2,0.0248303413391113,0,67,41,22,22,67.0,41.9375,0.017133474349975586,1012,79
volcanoes-a1,4,3,0.0077977180480957,0,89,60,41,41,88.93888888888888,56.00833333333333,0.021494388580322266,1429,299
volcanoes-a1,4,5,0.0075106620788574,0,89,60,41,41,86.95277777777778,54.47291666666666,0.021939992904663086,1413,299
vert3,NO,2,0.0096886157989501,0,277,166,128,115,277.0,175.23125,0.02814340591430664,2224,301
vert3,NO,3,0.0172817707061767,0,723,263,487,157,687.0388888888889,283.5708333333333,0.04021024703979492,3290,2325
vert3,NO,5,0.0188443660736084,0,773,286,537,170,861.6759722222222,374.7658333333333,0.04426145553588867,3671,55455
CongressionalVotingRecords_UCI_,republican,2,0.0236380100250244,0,1176,170,501,211,1176.0,206.1,0.05321931838989258,4748,1177
CongressionalVotingRecords_UCI_,republican,3,0.0313022136688232,0,1661,333,986,338,1417.8666666666666,465.1,0.0612337589263916,5411,18473
CongressionalVotingRecords_UCI_,republican,5,0.0357217788696289,0,1874,418,1199,393,1813.0933333333332,953.81,0.0738377571105957,6191,1925357
pitt2_2,WOOD,2,0.0074667930603027,0,159,94,68,27,159.0,91.375,0.018938779830932617,1623,277
pitt2_2,WOOD,3,0.0100038051605224,0,325,258,213,40,378.5833333333333,280.6770833333333,0.028531312942504883,2481,2048
pitt2_2,WOOD,5,0.0166029930114746,0,645,578,527,41,665.45125,595.499375,0.03787589073181152,3315,44552
statlog_vehicle,opel,2,0.047469139099121,0,2628,364,1044,302,2628.0,501.3,0.08504462242126465,7172,2629
statlog_vehicle,opel,3,0.0637998580932617,0,3547,683,1912,403,3040.8,700.35,0.0967719554901123,8115,62269
statlog_vehicle,opel,5,0.0914630889892578,0,4721,1798,3086,447,3711.86,2801.0625,0.1048734188079834,8585,15082603
pitt2_1,DECK,2,0.0073075294494628,0,159,113,76,39,159.0,110.075,0.020514965057373047,1623,277
pitt2_1,DECK,3,0.0114500522613525,0,429,364,273,58,466.1805555555556,367.90833333333336,0.030529022216796875,2634,2048
pitt2_1,DECK,5,0.0251631736755371,0,1002,919,799,60,1118.753888888889,932.7829166666667,0.04239225387573242,3735,44552
grammatical_a8,1,2,0.6899635791778564,0,36170,664,34745,741,36170.0,801.625,0.43013930320739746,27590,708646
grammatical_a8,1,3,0.7237799167633057,0,38331,1471,36906,772,36405.555555555555,3480.3333333333335,0.6816267967224121,28256,280860826
grammatical_a8,1,5,0.8383965492248535,0,41572,4590,40147,775,37093.525,10380.9609375,0.6684961318969727,28523,19803075833479
grammatical_a6,1,2,0.3117396831512451,0,12521,1380,11742,716,12521.0,1360.8875,0.5381193161010742,16196,715807
grammatical_a6,1,3,0.7224636077880859,0,31282,17625,30503,876,28186.411111111112,20891.79375,0.5700223445892334,18115,285130587
grammatical_a6,1,5,474.2786054611206,0,1307432,1266062,1306653,979,2305221.866111111,2657245.9679166665,0.6394362449645996,22990,20307799058106
auto6_2,class5,2,0.1938600540161132,0,12090,994,5726,233,12090.0,2606.90625,0.21813678741455078,15555,12091
auto6_2,class5,3,0.2892942428588867,0,14301,1071,7823,251,13031.625,853.1458333333334,0.1998741626739502,16457,620776
auto6_2,class5,5,0.2869236469268799,0,14309,1072,7831,251,90057.15277777778,6180.059895833333,0.2874486446380615,22280,722277712
auto1,class1,2,0.0227234363555908,0,820,786,405,231,820.0,790.75,0.05354952812194824,3940,821
auto1,class1,3,0.1776976585388183,0,9515,5672,4973,373,9607.444444444445,7525.5,0.09425234794616699,7500,10701
auto1,class1,5,1.5500702857971191,0,35850,10557,23851,480,118333.18333333333,50514.520833333336,0.14425158500671387,11639,760099
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,2,5.801091194152832,0,5050,4600,2297,361,5050.0,4600.0,3.9876198768615723,10000,5051
ED_LVL_2_3_EqualDist_Random-Synthetic__2_10_1000000_,1,3,91.35393834114076,0,125050,124600,61808,361,125050.0,124600.0,6.214889049530029,18900,166751
heart_cleverland,3,2,0.0877277851104736,0,862,314,385,218,862.0,314.93125,0.13542556762695312,4042,904
heart_cleverland,3,3,0.0397737026214599,0,1921,440,1358,325,1327.9194444444445,614.3166666666667,0.05941963195800781,5048,12384
heart_cleverland,3,5,0.0402164459228515,0,2099,529,1536,374,1556.2040277777778,1432.7364583333333,0.06846761703491211,5750,974982
analcatdata_boxing1,1,2,0.0090632438659667,0,234,89,64,14,234.0,86.3625,0.020108938217163086,2024,301
analcatdata_boxing1,1,3,0.0093514919281005,0,276,131,106,14,283.23333333333335,135.75625,0.025598764419555664,2584,2325
analcatdata_boxing1,1,5,0.0092685222625732,0,276,131,106,14,268.0083333333333,121.66875,0.02520155906677246,2528,2325
qsar,RB,2,0.1789445877075195,0,6914,699,2761,371,6914.0,764.8875,0.1392669677734375,11728,8257
qsar,RB,3,0.2550454139709472,0,12267,4230,7665,585,10790.6,6595.63125,0.16683411598205566,13421,349633
qsar,RB,5,4.483374834060669,0,69516,48058,62844,1077,69514.46,132007.1025,0.18108844757080078,14416,275584033
internet,ad.,2,28.395881175994877,0,1378419,1209613,823533,900,1378419.0,1212293.5125,2.489201784133911,168908,4831387
robot4,normal,2,0.0115153789520263,0,259,165,105,104,259.0,178.475,0.0823068618774414,2128,407
robot4,normal,3,0.0205719470977783,0,795,226,497,198,390.02222222222224,185.53333333333333,0.03973245620727539,2747,3683
robot4,normal,5,0.0216982364654541,0,849,263,551,238,321.9688888888889,129.779375,0.03954815864562988,2723,122438
